speaker,intent,text,clean_text,clean_intent,incorrect_code,revised
Teacher,210.2,"Yes, discover. So when you discover something you're looking for it.",,,,
Farrah,210.2,"Um, I guess.",,,,
Teacher,210.2,They have to investigate,,,,
Teacher,210.2,"So they used. Um, well what machine, what piece of equipment did they use?",,,,
Teacher,210.2,"But we're trying the, we're trying to find how did they find all that water because it. What if they looked at, um, how did they know where that water is?",,,,
Farrah,210.2,"Yeah, I think that sort of makes sense. I feel like, well, so how did they, how did they find the water if they didn't use the microscope to find it.",,,,
Teacher,210.2,"And they also talk about craters. In the story, which Chris brought up so that everybody had a little part in the story, but we want to talk about what they found. How to find water on the moon, don't we, yes Oliver.",,,,
Oliver,210.2,"Unfortunately, we have to go on to the next group, but thank you.",,,,
Teacher,210.2,So before we even look into our text we want to look at our question. The question is specifically asking what equipment did scientists use to discover the water,,,,
Teacher,210.2,"So right there. We know that we want to look for some sort of equipment and based around water. Oh, text evidence is something I wanted to talk to you guys about",,,,
Teacher,210.2,So text evidence is going to support your answers and pull it straight from the text so that you always know that your answers are close or semi correct,,,,
Teacher,210.2,So evidence is a really important word because it means that there's going to be proof in our passage. So we want to find proof to the question of what equipment. Did they use to discover water.,,,,
Teacher,210.2,Right. And they do use a lot of equipment such as that but our question specifically wants to know what equipment they use to discover water.,,,,
Teacher,210.2,How about the word evidence and the word value.,,,,
Teacher,210.2,"Evidence means that we're going to prove our answer that in this passage, it tells us the answer to this question. So will there be convincing evidence or will there not we'll find out.",,,,
Teacher,210.2,It. There's a focus on what machine actually they which I actually used to discover the water on them.,,,,
Teacher,210.2,"but the question is asking what equipment that scientists use discover water on the moon and so on and saying, equipment, it's looking for what types of machines or technology. Did they need to discover that water. So you're going to be looking for our",,,,
Teacher,210.2,"When, when a text is talking about discovering the water, you're going to be looking for the types of machines they used to do that.",,,,
Teacher,210.2,"About discovering something you know like what they actually used to find it, not what they used to look at it. But before that, how did they find it so it would help you better to understand the question and understand",,,,
Teacher,210.2,"So what from the text, how can you work, how can you focus to see when when you've got the question what equipment did scientists you discovered water on the moon. What, what are you looking for?",,,,
Luis,210.2,"um like, we're looking for like machines or tools like in the text.",,,,
Teacher,210.2,Okay and machines and tools that do what?,,,,
Luis,210.2,um discover discover the water,,,,
Teacher,210.2,"So, so which tool or gadget or technology even or machine is was used to discover or identify or reveal or find the water.",,,,
Teacher,210.2,Both pieces of equipment which one was used to discover the water or to find the water,,,,
Oliver,210.2,"Hey, oh, are you know teacher. I just looked at the clock and it looks like it's time for us to go to lunch",,,,
Teacher,210.2,"Okay, well, you know, this is this is asking specifically based on the reading.",,,,
Teacher,210.2,Know why they found Craters of what they use to discover define Craters of,,,,
Teacher,210.2,Water on the moon.,,,,
Teacher,210.2,"That's I think that's the key part is, what did they use to discover the water or what did they use to find the water or maybe we could even say identify the water",,,,
Teacher,210.2,So when they were first going into space on the moon when they first got to the moon. What did they use to find that,,,,
Teacher,210.2,but what did they use it first to discover it so,,,,
Teacher,210.2,"Right, you need so because our, our question and what was what equipment it scientists use to discover water so they're asking the question is asking what scientists use.",,,,
Teacher,210.2,"So specifically, what do they use not their suits. But what they use to find the water. Does that make a little bit more sense.",,,,
Chris,210.2,Yeah okay that actually. Okay. That makes a lot more sense. So like it's. Yes. That makes sense.,,,,
Teacher,210.2,But if we're looking specifically at a question it's asking what equipment did scientists use to discover water on the moon.,,,,
Teacher,210.2,"But like I said, we're if we're looking at the specific question is. Want to know what did they use to find that water.",,,,
Teacher,210.2,"Good, because we are wanting to know what specific equipment, the scientists used to discover all right there. What do you think buddy.",,,,
Oliver,210.2,"Um, yeah, actually, I agree with Farrah. I said, equipment and discover as well.",,,,
Teacher,210.2,"Okay well equipment is the key word. But we got to figure out what's, what is the whole point of the equipment. In this question the equipment is to discover water on the moon. Okay, does that make sense.",,,,
Teacher,210.2,I agree with you. Those are all very important words Chris. What do you think buddy.,,,,
Chris,210.2,"Um, okay. So for me, I thought, well, I thought, water and value.",,,,
Teacher,210.2,"Okay well valuables and very important word, but we also need that convincing evidence on why water is valuable. OK, so the convincing evidence is also very important. Okay.",,,,
Teacher,210.2,"Well, water is very important because we're wanting to find out, you know,",,,,
Teacher,210.2,"How can water be valuable. So we need to really find the evidence in the text on why that water is valuable. So water is an important word, but we want to find the evidence on why it's valuable if that makes sense. Okay.",,,,
Luis,210.2,Yeah.,,,,
Teacher,210.2,"So hopefully you'll remember us talking about that. But if you look at it, it says what equipment that scientists use to discover water on the moon. So our key word here is equipment.",,,,
Teacher,210.2,So our key word here is equipment and discover.,,,,
Teacher,210.2,"Right. Okay. And so let's go back and look and see what's the word that goes with that word discover, so we know discover means to what somebody does anybody can answer.",,,,
Teacher,210.2,"All right. Now, what, what does it mean if something is valuable.",,,,
Teacher,210.2,"It's expensive. Okay, so something that's expensive is considered valuable. Good. Okay.",,,,
Luis,210.2,"I'm like something you can use or something that you need like valuable is, you know, like, yeah, like something that that you want.",,,,
Teacher,210.2,"Right, something that you can use. Okay, that's great.",,,,
Farrah,210.2,I was gonna say the same stuff.,,,,
Teacher,210.2,Another way to say or state. This question is,,,,
Teacher,210.2,"Why would water on the moon, be very valuable or very important right so what, in what ways so that word convincing evidence. It's just asking.",,,,
Jazmin,210.2,"It's like when you find something, or when you when you when you find something",,,,
Teacher,210.2,Right. It's like finding something so finding it versus looking at it closely are two different things. So the question is asking what equipment did they use to find the water,,,,
Teacher,210.2,So that equipment is something that they use to help them breathe. So what equipment do they used to help them discover water.,,,,
Luis,210.2,Lunar Orbiter.,,,,
Teacher,210.2,"So we think of convincing evidence. What does that mean to you, Farrah.",,,,
Teacher,210.2,What does convincing mean,,,,
Oliver,210.2,convince me that,,,,
Teacher,210.2,"Okay, Chris what does convincing mean?",,,,
Chris,210.2,"If, if your friend wants to do something and you don't want to do it and they like the try to get you to do with a big that's convincing.",,,,
Teacher,210.2,Luis what is convincing for you.,,,,
Luis,210.2,I'm well I convince everybody that I'm like I'm the best at Minecraft ever,,,,
Teacher,210.2,"So we're talking about convincing evidence. Evidence means information that supports the statement being made. So we're going to look at the evidence, the information that supports.",,,,
Teacher,210.2,"Okay. And that is a great answer. But if we look at what the question is asking, it's asking what equipment did the scientists use to discover water on the moon? That word discover is really, really important. Can anyone help me explain what the word discover means?",,,,
Teacher,210.2,Within within the actual text. What does NASA send to the moon to actually investigate for the water on the moon.,,,,
Teacher,210.2,but this is there anything that they would take with them to possibly try to investigate and sort of study the water on the moon with them.,,,,
Teacher,210.2,"But what what tool or piece of equipment, would they actually did the scientists used to perhaps find that water on the moon within the craters.",,,,
Chris,210.2,"Well, okay. So I went to nasa with my dad and when we went there I saw that scientists, a lot of like oxygen tanks and masks and and stuff like I i was thinking maybe that was something that that you know what I mean, that's the tools that they're using",,,,
Teacher,210.2,"Okay, let's talk about evidence.",,,,
Teacher,210.2,"What do you think evidence would be, what do you think evidence would be Farrah.",,,,
Farrah,210.2,Evidence is like in detective stories like it's like how they proove something. So it's like proof.,,,,
Teacher,210.2,"And we're going to discover evidence and proof. Very good. Alright, so, Jazmin. She's exactly right. Like, we're looking for proof, what are we looking for proof for proof of what?",,,,
Jazmin,210.2,"We're looking to see if the if the like. Okay, so is there like good proof I guess they're like strong like convincing proof that the water it's valuable and I think it is and I think you could even grow a garden on the moon.",,,,
Teacher,210.2,"Okay, so they they can't see it without the microscope. Now, how do you think they originally were able to get the water though? Remember we're seeing how they discovered water on the moon.",,,,
Teacher,210.2,"Back, here on earth. And we're looking specifically at the equipment, if we if we pay close attention to the question I want you to read after me. It says what equipment that scientists and then can you finish the question.",,,,
Chris,210.2,"Yeah okay so what equipment that scientists use to discover, oh!",,,,
Teacher,210.2,So we're looking for specific equipment and equipment is doing what Harrion?,,,,
Teacher,210.2,"Okay, that's the question. And so. Does everyone here know what the word equipment means",,,,
Farrah,210.2,"Okay. Oh yeah, because we will use equipment in PE class.",,,,
Teacher,210.2,Correct. Those are all types of equipment. And so what about the word discover. Do we all know what the word discover means,,,,
Chris,210.2,I think discover is like,,,,
Teacher,210.2,Excellent Harris and that is when you find something. So our question is asking what equipment did scientists use to find water on the moon.,,,,
Teacher,210.2,"Okay, good job. So you're talking about some equipment that they needed or that you knew happen on the moon.",,,,
Luis,210.2,"Um, I know that it's something that like basically goes up to the moon. And I'm like, it flies around the moon orbits and and it studies the moon from from or is",,,,
Teacher,210.2,"Whenever we're talking about the equipment that scientists use the key word in this question is to discover water on the moon. So to answer your question, Farrah and deaf so far.",,,,
Teacher,210.2,It's not the question is not asking necessarily about,,,,
Teacher,210.2,The way they found the water because the water is very small. It's asking the machine or the equipment that is used to discover the water. The key word is,,,,
Teacher,210.2,"Discover a microscope helps you study the water, whereas the lunar orbiter helps you",,,,
Teacher,210.2,Discover the water,,,,
Teacher,210.2,"But again, we're focusing on the equipment, the scientists use. So what equipment did scientists use to discover water on the moon.",,,,
Teacher,210.2,So the the question itself establishes that there's water on the moon.,,,,
Teacher,210.2,"But really, a better answer would be, since it says what equipment did scientists used to discover water on the moon is what equipment are they actually using to discover water.",,,,
Teacher,210.2,"We look at that question what equipment that scientists use to discover water on the moon, what are we really looking for.",,,,
Luis,210.2,"Um, okay, the equipment they use to discover the water?",,,,
Teacher,210.2,"That's, that's true. So it's a new. It's new to you. It's new to whoever finds it. That's absolutely true.",,,,
Luis,210.2,"Yeah, no, no, no, no. You're right. Yeah, oxygen tanks, we don't we don't discover water with the tanks, we just, we don't need them to breathe on the moon.",,,,
Teacher,210.2,So if we go back to the question what equipment that scientists us to discover water on the moon. What is that question asking?,,,,
Teacher,210.2,We're just looking for what equipment led them to finding those Craters of water.,,,,
Teacher,210.2,"But if we look at the question is there convincing evidence that water on the moon could be value. So this is an argument piece. So you can say yes it is valuable, or no, it is not valuable.",,,,
Teacher,210.2,"Absolutely, you are on the right track. So we're going to, let's look back in the texts and see what equipment was talked about. Does anybody take a second to look back in the text and tell me what equipment... Well, first of all, can anybody tell me what equipment means. Can anybody give me another word for equipment?",,,,
Teacher,210.2,"What equipment and scientists used to discover water on the moon. First of all, I want to make sure that we know what the word equipment means. So can anybody give me a synonym for the word equipment.",,,,
Teacher,210.2,"Okay, so what can you restate that question, what is that question asking what are the some important words, guys, I want you guys to",,,,
Teacher,210.2,turn and talk or take a second to really look at the question and see what exactly how else could you ask,,,,
Teacher,210.2,what that question is.,,,,
Teacher,210.2,"Asking, What are those important words. Go ahead.",,,,
Jazmin,210.2,"Okay. I think it's saying like, I'm like, um, what, what kind of things did the astronauts use to find",,,,
Teacher,210.2,"So what kind of things. So specifically, it says, what kinds of equipment. So first of all, I want to make sure",,,,
Teacher,210.2,"Because I think, judging by some of your responses. I don't think we fully understand equipment so equipment is what we're going to be looking for equipment that helps the scientists discover water on the moon. So can you give me",,,,
Teacher,210.2,"Another example of a word for equipment, Oliver.",,,,
Teacher,210.2,"What does it mean, what does it",,,,
Teacher,210.2,Mean,,,,
Jazmin,210.2,"Okay, well, there's another word story. It's a tool, a scientific tool. So that's how I know the microscope is right, cuz that equipment but but I think it's machine because that's what I had. And that's equivalent to so I don't know what my answer is wrong.",,,,
Teacher,210.2,So let's look it specifically we want to look through our passage and make sure that we're looking for equipment that helped,,,,
Teacher,210.2,The scientists find water on the moon.,,,,
Teacher,210.2,Very good and Farrah. What do you think the most important word in that question is,,,,
Teacher,210.2,Equipment. Okay. So we are looking specifically for equipment.,,,,
Teacher,210.2,"Right so discover is our most important word in that question. And so when we look at our text, we're trying to find the thing that helps us discover the water or find the water",,,,
Teacher,210.2,"My question for you is, what other equipment does our article say that scientists use to discover water right because we also need water in order to survive in space.",,,,
Luis,210.2,"Mm hmm. Um, maybe they use like I'm a shovel to dig it up.",,,,
Teacher,210.2,"Okay, so let's look at our question. Again, we have what equipment we used. We already know about the different types of equipment what keyword",,,,
Teacher,210.2,"In this question, lets you know that we're looking for a specific piece of equipment.",,,,
Oliver,210.2,I thought it was something that would find some water. But I feel like that's not it now.,,,,
Teacher,210.2,The question uses the word discover which is the same as find,,,,
Teacher,210.2,"So what we need to look at in our, in our article is what was the first piece of equipment that was used because discover is like when you find it for the first time, right.",,,,
Oliver,210.2,"Oh. Oh, OK. OK, so the lunar orbiter comes before the microscope in the story.",,,,
Teacher,210.2,Alright so what I'm asking you is based on the ways we can use water do you think it is worth  Investing in.,,,,
Teacher,210.2,Do you think it is worth trying to get the water out of the moon.,,,,
Farrah,210.2,"Okay, okay.",,,,
Teacher,210.2,"Okay, so now that we know that we're looking for equipment that discovered it,",,,,
Teacher,210.2,"So we are going to use the same strategy, the same technique and take about 30 seconds and find any keywords in that question. Okay. Keywords something important to help us find it back in the text.",,,,
Teacher,210.2,Excellent. So what key word from our question. Have we already found from this heading.,,,,
Teacher,210.2,What's the word in that question that gives you a hint at where to look in the passage,,,,
Jazmin,210.2,"Well, I don't understand why my answer is wrong, cuz I did pull from that I said a small machine. And that's a word to look for like equipment machine, you know?",,,,
Teacher,210.2,"Exactly. Chris when you hear the word equipment, what comes to mind.",,,,
Chris,210.2,"Like those oxygen tanks, so that they breathe and like, there's the suit so that they don't like freeze to death, you know,",,,,
Teacher,210.2,"Good, so we can take the word equipment and we know that equipment means a physical object. So when we're reading the passage and looking for this answer we know that we want to find physical objects that scientists used to discover water on the moon. So when we read this passage. We know that water has been found on the moon. And then we need to find the equipment.",,,,
Teacher,210.2,Wery good job. So when we're reading and we know that we want to look for equipment.,,,,
Teacher,210.2,"Okay, and good. I like how you underline the equipment and discover because those are the two key words to help us answer this question, Chris and Jazmin. What words did you guys underline",,,,
Chris,210.2,So we actually had a kind of a decision about,,,,
Teacher,210.2,That's correct discover is the verb that is going to help us answer this question. So the equipment used to discover that is how you know what type of equipment you wanted to find so,,,,
Teacher,210.2,"Well, that's why it's important that we know the action which is discover water on the moon.",,,,
Teacher,210.2,"I like how you said discovered that is correct. Discover and equipment are two very important question or two very important words in this question. Okay guys, so let's come back together as a group.",,,,
Teacher,210.2,Great. So those are two correct words that you would want to underline in that question because the equipment. It's wanting to know a piece of equipment that scientists did use and then discover is our action word,,,,
Teacher,210.2,To help us answer this question.,,,,
Teacher,210.2,"Okay, so we all did. I think that's what it's mainly asking. So we know that scientists discovered water on the moon. So we know that part already",,,,
Teacher,210.2,So now we get to figure out with the equipment was,,,,
Teacher,210.2,That's exactly right. So the question what equipment did scientists use this river water on the moon. It's asking from the passionate itself.,,,,
Teacher,210.2,"Good job. I like that you Circle the word equipment that will really help you find in the passage, what the answer.",,,,
Teacher,210.2,"Good job. I like that you circled the word equipment, just like Farrah because that'll help find the answer in the passage will have to look for the word equipment and see if you can find the correct answer.",,,,
Teacher,210.2,I like that you circled water because that's the key point of that question we're trying to find out how they found the water on the Moon. Very well done,,,,
Teacher,210.2,What did they use to find the water. The what the designed to send to the moon to find the water do you can you find that in the text.,,,,
Teacher,210.2,But that's not what we're looking for. Right now we're looking to find what equipment they used to find the water on the moon.,,,,
Teacher,210.2,"But right now we're looking to see how they found the water. What equipment, help them discover the water on the moon. So could you tell me what made you say the oxygen tanks.",,,,
Teacher,210.2,"They did need the microscope as Farrah, and Oliver mentioned.",,,,
Teacher,210.2,"But that doesn't help them find the water. What helped them found the water was the Lunar Orbiter. They did need the microscope as Farrah, and Oliver mentioned.",,,,
Teacher,210.2,"However, if we read the question itself specifically what equipment did scientists use to discover water on the moon. That's our buzzword right there, discover the water. So if we go back up and we see that",,,,
Teacher,210.2,"Okay, great. So the three of you guys have chosen equipment as a key term which is really good because it says what equipment did scientists use to discover water on the moon.",,,,
Teacher,210.2,Jazmin. You also said that discover and investigate were really similar. So maybe we can use a combination of equipment and see what equipment helped us discover water.,,,,
Teacher,210.2,"And although it was microscopic. Um, let's see what NASA sent to the moon and if there any other equipment pieces that you guys think are really important Chris, would you like to add something.",,,,
Chris,210.2,"Yeah I okay so I went to NASA with like that. And when we were there. We saw that scientists like use oxygen masks and two and things like that. So I was wondering, like, is that part of you know what I mean is that part of how they found the found the water?",,,,
Teacher,210.2,"Sure. I think that um, you know, earlier we discussed how discover and investigate were two really big key terms in the question and the article,",,,,
Teacher,210.2,And that and what do you think about that. Does this text actually support that idea that you need a microscope find water on the moon.,,,,
Farrah,210.2,I think so.,,,,
Teacher,210.2,And what part of that passage do you see that reference that you need a microscope?,,,,
Farrah,210.2,I would say okay so in paragraph three it talks about how you need the microscope. You wouldn't be able to see the water without the microscope.,,,,
Teacher,210.2,"Well, you had the right idea about the microscope about the microscopic water molecules. But if you look closely at the question, it was asking what the tool was to get that sample,  your answer was the tools to see it",,,,
Teacher,210.2,"In a way, yes. But this is also why science questions are a little tricky. If you look back at the discussion question it's looking for the specific tool or Oliverice specifically used for that purpose.",,,,
Teacher,210.2,Now for this particular article that we're looking at. We are focusing on the specific action of locating water.,,,,
Teacher,210.2,This question in particular is asking is there is there convincing evidence of water alone can be valuable.,,,,
Teacher,210.2,But it's asking what the name of the tool is so let's go back and see if we can find what the name of the tool is even.,,,,
,210.2,See if you can look the shark.,,,,
Teacher,210.2,This question was specifically looking for,,,,
Teacher,210.2,"it's kind of a two part question, if you think about it, because you're weighing out what would be valuable about the water to the astronauts like",,,,
Teacher,210.2,"And so, some would say yes, and some people would be no",,,,
Teacher,210.2,"Well, to me, when I think of the word valuable, I would say that I think that could be either now or in the future so looking at the question, the question was is there convincing evidence that water on the moon could be valuable.",,,,
Teacher,210.2,So when we see it could be valuable that kind of implies the future,,,,
Teacher,210.2,"Okay, so the question asked what equipment did they use to find water on the moon.",,,,
Luis,210.2,"Um, well, I mean they have to use oxygen tanks to breathe because they can't breathe on the moon, without the oxygen tanks, you know,",,,,
Teacher,210.2,"now if you go back to the question, the question asked how did they use this machinery to find water.",,,,
Teacher,210.2,"now, they did find water on the moon, but what equipment, did they use to find that water.",,,,
Teacher,210.2,That okay so next time we'll really read the question through a little bit harder i'll read it more myself to help you understand the question better and then we'll we'll find the equipment okay.,,,,
Teacher,210.2,"And that's okay um if we think back to Jazmin's response she talked about the spaceship and, if you think about it equipment can be anything that you really use to get to the water.",,,,
Teacher,210.2,So equipment is considered to be anything that helps you get to the water in this point or helps you get on to.,,,,
Teacher,210.2,The moon so basically you could even say that the food on the ship is equipment for the people to stay alive to get there.,,,,
Teacher,210.2,"So it can be taken in multiple different directions, some people could be very like how you guys each said, one thing, but if we bring it all together, we have all the equipment, we need to find the water on the moon",,,,
Teacher,210.2,"Okay yeah no problem, so the reason why it wasn't the answer we were looking for is because we wanted to know the machine that help find the water.",,,,
Teacher,210.2,"So going back again, the question is what equipment did scientists use to discover water on the moon, so the key words, and this is for all five of you, the keywords are equipment and discover water for the passage.",,,,
Teacher,210.2,And then look for equipment that helped to discover water. So those are your key words.,,,,
Teacher,210.2,"As i've been saying to everybody those keywords equipment and to discover water on the moon is really, really important when finding the answer in the passage",,,,
Teacher,210.2,"um So the question is, is there evidence and you said no, not for a long time, so the reason that the question is saying is there evidence is when you read the passage.",,,,
Teacher,210.2,"So the word evidence, what is it what is evidence, can you tell me what evidence is?",,,,
Farrah,210.2,it's like facts.,,,,
Teacher,210.2,"facts yeah yeah so it's facts, information, details that can help. So and then is there, so is there facts that can show if water is valuable. what does the word valuable mean?",,,,
Teacher,210.2,"Yeah, so when we think of value most of the time we think of money. So valuable can also be something that we need.",,,,
Teacher,210.2,So something that can be helpful. Helpful is another word instead of using valuable. It's something that's helpful to us.,,,,
Teacher,210.2,"So is there evidence that let's rework the question just a little bit, so it can be easier to understand, because there are some big words in there, like evidence and valuable So is there facts information that can help the water that water on the moon can be helpful to us?",,,,
Teacher,210.2,"Equipment as well. Okay, so the two words that I think are the most important that I heard from was equipment and the second word would be discover.",,,,
Teacher,210.2,Does anyone know why discover would also be an important word in the question?,,,,
Chris,210.2,Because it's an action word?,,,,
Teacher,210.2,"It's an action word, yes, because what, what are we doing? What is the question asking?",,,,
Chris,210.2,What equipment did scientists use to discover water on the moon?,,,,
Teacher,210.2,"So they're trying to discover the water, does everyone agree? So now I want everyone to look at the reading. Yes, Luis.",,,,
Luis,210.2,"Excuse me, I shouldn't be in this group, I already know all about space.",,,,
Teacher,210.2,"All of these answers are correct, but I want to look at the word equipment and the second one, I noticed no one circled was discover. Does anyone know why discover would be an important word in the question?",,,,
Teacher,210.2,"Because it's an action word, because the scientists are discovering water, but how does -sorry discovering it. That's the action word. Excuse me, sorry I was confusing.",,,,
Teacher,210.2,"Okay, so I see where you're coming from but let's think about this a little differently we're trying to see is there convincing evidence that could it be valuable Do you know what the word valuable means.",,,,
Luis,210.2,Like important.,,,,
Teacher,210.2,so at this point we're just trying to figure out what we what what what machine was used to investigate if there was water.,,,,
Teacher,210.2,So i'm just trying to get the answer of what equipment started is used to discover the water itself.,,,,
Jazmin,210.2,"Thats why I think mine is right teacher, because I mean they did use that one, and I think it that it was the ice is water so when they were looking for ice deposit they were looking for water.",,,,
Teacher,210.2,"That's true, but the question is asking what equipment.",,,,
Teacher,210.2,"So craters full of water means what they found. But we're asking what equipment was used. So, what tools do they use to find those craters.",,,,
Chris,210.2,"Well, I went to NASA. So I know that scientists use a lot of equipment like oxygen tanks and masks in suits.",,,,
Teacher,210.2,The to look at the water. What did they use to find the water,,,,
Teacher,210.2,So the question is asking what equipment did scientists used to discover water on the moon. So let's think about the words in this. Equipment usually means tools or systems.,,,,
Teacher,210.2,"And then discover is another big word in there and discover means, how did they find water. So find something or know that it exists on the moon.",,,,
Teacher,210.2,"However, the question is asking, how did they find the water. So they use it to look at the water, but what did they use to find the water?",,,,
Jazmin,210.2,"Okay, so I saw the part where I found it in the story where I i saw it at the beginning of paragraph two, and it says, NASA sent a small machine called a lunar orbiter to investigate.",,,,
Teacher,210.2,So breaking down the question does everybody know what the word equipment means.,,,,
Oliver,210.2,"yeah it's like something that you use to do something. Like in PE class, coach always says okay go get the equipment and then we get like the balls and thing.",,,,
Teacher,210.2,So does everybody know what the word equipment means?,,,,
Jazmin,210.2,yeah.,,,,
Teacher,210.2,Can someone raised their hand and offer to explain it for us?,,,,
Teacher,210.2,"So yes, that is what equipment is. Equipment is just some tools or machines that we use to decide to do an action",,,,
Teacher,210.2,"So, for example, in the text we can say that some of the.",,,,
Teacher,210.2,"equipment that astronauts use or maybe not in the text, but just in general astronauts use helmets. Yes, Jazmin?",,,,
Jazmin,210.2,"Ok I I used equipment in my answer, so I don't understand why my answers wrong.",,,,
Teacher,210.2,"Okay um well just by going over the word equipment, I wanted to make sure that everybody knew what the word equipment was just because sometimes not everybody understands the question and then sometimes.",,,,
Teacher,210.2,So everybody understands the question. Can somebody explain the question to me real quick?,,,,
Chris,210.2,I can.,,,,
Teacher,210.2,yeah So what we can say what tools or what.,,,,
Teacher,210.2,Instruments did they use,,,,
Chris,210.2,"Oh that's good, yeah yeah. You know I went to NASA so I know that scientists use a lot of equipment like oxygen tanks and masks and suits.",,,,
Teacher,210.2,"But that wasn't necessarily what the question was specifically asking the question was asking for what types of equipment and I know you circled the same thing as Farrah, but I want to hear from you.",,,,
Teacher,210.2,"Well, I think that the question was asking was sort of asking that if you knew that NASA used oxygen tanks and microscopes that's what the question is asking, would you say that's good equipment is.",,,,
Chris,210.2,"I would say that's equipment, because we were talking about equipment, but then it's saying specifically to discover water on the moon, and so that you don't use their suits to discover the water they use their suits to stay warm.",,,,
Teacher,210.2,"But the question is,",,,,
Teacher,210.2,"What equipment. Did the scientists use to discover the water, not where is the water found.",,,,
Teacher,210.2,"But what would be used to help scientists find water on the moon, and maybe use your texts to answer that question.",,,,
Luis,210.2,"Hmm, OK. OK, I'll",,,,
Teacher,210.2,But I was wondering could you find an instrument that helped the scientists find this one on the moon and for your tax.,,,,
Chris,210.2,An instrument.,,,,
Teacher,210.2,"So i'm going to reread the question and once I finish, I want one of you to raise your hand and tell me what the question is asking for and it's answer. So the question is what equipment did scientists use to discover water on the moon.",,,,
Teacher,210.2,So what do you guys think the question is asking for.,,,,
Teacher,210.2,"Right so in the question, it says what equipment did the scientists use so now when you're looking back at your paper with the sheet describing all of this.",,,,
Teacher,210.2,"What you should be thinking about what equipment specifically you saw that was used to discover water, the key words in here, I think are equipment and to discover water on the moon.",,,,
Teacher,210.2,But the question was asking for what was what equipment was used to find the water not look at it after it was found.,,,,
Oliver,210.2,"Ok, ok.",,,,
Teacher,210.2,"But for this specific question, we are looking for what equipment was used to discover water on the moon.",,,,
Chris,210.2,"REach Every Reader: Ok, ok.",,,,
Teacher,210.2,"So um first let's go over it, so the question can anyone tell me what off the bat the question is asking? yes Luis.",,,,
Luis,210.2,"Okay, I think I got this all figured out so I'm all good.",,,,
Teacher,210.2,"Okay so Luis, then, can you explain to me what the question is asking?",,,,
Luis,210.2,"yeah okay sure, and so it says is there convincing evidence that water on the moon could be valuable.",,,,
Teacher,210.2,mm hmm So what is the question looking for and it's answer.,,,,
Luis,210.2,um it wants us to say.,,,,
Teacher,210.2,Good right so when we read that question we're trying to figure out based on the reading if water is valuable or not,,,,
Teacher,210.2,"Next, Chris, you said that scientists found craters full of water on the moon, but how what equipment did they use or in the text. What equipment did it say they use to discover these things on the moon? Do you know?",,,,
Teacher,210.2,"Right. But what more specifically did they did they use to discover water on the moon,",,,,
Teacher,210.2,"that's all right so yeah i'll clarify that a little bit when I say let's think of examples of why water is a valuable resource or a valuable resources, something that we can use, so we are highlighting what are some ways we can use water, the water that's on the moon.",,,,
Jazmin,210.2,Oh that's okay.,,,,
Teacher,210.2,You're right. Does anyone have any ideas of how we can share evidence? Sometimes we can use a quote. Does anyone know what that means?,,,,
Farrah,210.2,"Oh. Oh, yeah, yeah. I do remember that. We learned that if somebody says something, then you can say what they said, I think. OK, I don't know.",,,,
Teacher,210.2,"You're right, Farrah. You can quote someone that said something, or you can quote what the author says, what the text says. It doesn't have to be a quote of what someone says in the text. It could just be anything that's written on the text.",,,,
Teacher,210.2,"But maybe, we just need to look at the question a little bit further to know that, OK, you know what this says, we need to focus on the tools, we're going to focus on the tools.",,,,
Chris,210.2,OK. OK.,,,,
Teacher,210.2,And this tools that we talked about in the passage are tools that use to discover something there was another machine.,,,,
Teacher,210.2,"So we definitely use the microscope to look at the water, but the question asked which equipment, we use to find the water first",,,,
Farrah,210.2,"yeah so they use like some other kind of equipment or tracker or something like the Jazmin said the Lunar orbiter that's what found the right, and then they looked at the water, maybe later after they found it so they didn't use the microscope buying the.",,,,
Teacher,210.2,"The evidence that we put out here is wrong, it is valuable, but then, how do we get that water is also another question, we can ask ourselves to see if that evidence of water being valuable is actually convincing. Chris just something else to add to the class.",,,,
Chris,210.2,"I was gonna say I think Oliver and I were talking about this, that they are going to maybe try to make up base by 2024 so maybe they will figure it out by that.",,,,
Teacher,210.2,"We still see that as valuable, so I think that, just because we can't it's hard to get does not make it not valuable the water is still valuable not what we're trying to prove in our argument right.",,,,
Oliver,210.2,"yeah that's a really good point, unfortunately, we have to go to lunch, but before we go to lunch, I just wanted to thank you for working with us i'd like, in particular, I really wanted to",,,,
Teacher,210.2,Do you remember what equipment do you use to find it?,,,,
Teacher,210.2,"I think what the question was asking was for you to talk about what kind of tools, help them discover more water on earth, excuse me, not on earth.",,,,
Teacher,210.2,"So they do use oxygen tanks. But for this, we're wondering what they're using for the water, you know? So we're wondering instead of just in a general sense what they use, we're thinking what are they using for the water.",,,,
Luis,210.2,"OK. Instead of a general sense, what are they using for the water? OK. OK. I mean, they need the oxygen tank to breathe on the moon.",,,,
Teacher,210.2,but something that they used in order to find it is the question that we're asking.,,,,
Chris,210.2,"Well, I went to NASA, so I know that scientists use a lot of equipment like oxygen masks and tanks and suits.",,,,
Teacher,210.2,"All right, and what's, the key word that they're asking for.",,,,
Chris,210.2,What equipment.,,,,
Teacher,210.2,"So we could reward that you find in the text, what equipment they used.",,,,
Teacher,210.2,Anything keep the craters We just need to you know the equipment that they use to find the water in the craters okay.,,,,
