teacher,actor,text,Request (T),Action (S),intent,type,topic,coach_yn,step
140,Chris,When I read it,,,210.4,response,1,0,3
140,Chris,I sort of put the craters were full of water,,,,response,1,0,3
140,Teacher, What do you guys think,,,130.1,remark,1,0,3
140,Teacher, But what Miss Jazmin just read and what's advantages told us,,,130.1,remark,1,0,3
140,Teacher,Mm hmm,,,130.1,remark,1,0,3
140,Teacher, It makes me think that there might not be full of water that we can see,,,130.1,remark,1,0,3
140,Chris, So I know that scientists use a lot of equipment like oxygen tanks and masks shoots,,,130.1,response,1,0,3
140,Chris,I don't know,,,130.1,response,1,0,3
140,Chris," You know, I went to NASA",,,130.1,response,1,0,3
140,Teacher,They do use those and article even talks about using those different things,,,210.4,remark,1,0,3
140,Teacher," When you think about water on the moon, are you thinking about oceans or are you thinking about those small those craters filled up with small amounts of water",,,210.3,remark,1,0,3
140,Teacher,But the water,,,210.3,remark,1,0,3
140,Chris,"Oh,",,,210.3,response,1,0,3
140,Jazmin, I don't remember what did you say about the craters,,,,response,1,0,3
140,Jazmin,"Well, definitely thinking about the craters",,,,response,1,0,3
140,Jazmin, Oh,,,,response,1,0,3
140,Jazmin, I'm Jazmin,,,,response,1,0,3
140,Teacher,"Well, let's look at paragraph three reading",,,120.3,remark,1,0,3
140,Teacher, If you were looking straight at it,,,210.4,remark,1,0,3
140,Teacher, It's are we going to look at large bodies of water,,,210.4,remark,1,0,3
140,Teacher, So from that scene,,,210.4,remark,1,0,3
140,Teacher,Is the water they found is microscopic meaning you wouldn't be able to see it,,,210.4,remark,1,0,3
140,All,No,,,210.4,,1,0,3
140,Teacher," The reason why you have to use a microscope, you can't see it with your naked eye",,,210.4,remark,1,0,3
140,Teacher,"Right, so we're looking at microscopic micro being small",,,210.4,remark,1,0,3
140,Teacher, They use other equipment to like oxygen tanks and there's another one,,,210.4,remark,1,0,3
140,Teacher,"So you guys are completely right about the winner equipment and the microscope,",,,110.1,remark,1,0,3
140,Teacher,"but Chris, you brought up a great point",,,210.4,remark,1,0,3
140,Teacher, Do you guys remember what the other equipment that they used,,,210.4,remark,1,0,3
140,Teacher,Pursuits,,,,remark,1,0,3
140,Luis,Face masks,,,,response,1,0,3
140,Luis, They use masks true to green,,,,response,1,0,3
140,Teacher,"Whoa, man",,,,remark,1,0,3
140,Teacher," So, hmm",,,,remark,1,0,3
140,Teacher,Why do you think that they have to use mass to breathe on the moon,,,230.1,remark,1,0,3
140,Luis, So we can't breathe that era there,,,230.1,response,1,0,3
140,Luis,Cash because there isn't the same kind of air that we breathe here,,,230.1,response,1,0,3
140,Teacher,"Oh, who knows what the periodic element is for oxygen",,,140.1,remark,1,0,3
140,Teacher,So you might know what that is,,,,remark,1,0,3
140,Teacher,What is oxygen for what we breathe,,,,remark,1,0,3
140,Teacher,I don't know,,,,remark,1,0,3
140,Teacher, Okay,,,,remark,1,0,3
140,Teacher,"So on the periodic element table there is owed to that stands for oxygen, water is H two O Mr Oliveron",,,140.1,remark,1,0,3
140,Oliver,"Yeah, I'm sorry to interrupt you, Miss I burnt",,,140.1,response,1,0,3
140,Oliver, So thanks for working with us,,,140.1,response,1,0,3
140,Oliver, I think I just looked at the clock and it's time for us to go to lunch,,,140.1,response,1,0,3
140,Teacher,You're welcome,,,,remark,1,0,3
140,All,"Okay, bye",,,,,1,0,3
140,Teacher, Luis in your response to this second question,,,120.4,remark,2,0,3
140,Teacher, Do you remember what you said about the water,,,120.4,remark,2,0,3
140,Teacher, We were talking about and the periodic element table and Mr,,,120.4,remark,2,0,3
140,Teacher,"Alright guys, so where we left off",,,120.4,remark,2,0,3
140,Luis," I just want to remind you, my dad is an astronaut",,,120.4,response,2,0,3
140,Luis, But I did want you to,,,120.4,response,2,0,3
140,Luis,"Um, let me see",,,120.4,response,2,0,3
140,Luis,"Okay, let's see what I said",,,,response,2,0,3
140,Luis,Water can be split into two parts,,,,response,2,0,3
140,Teacher,What were those two parts that you said,,,230.1,remark,2,0,3
140,Luis,Hydrogen and oxygen,,,230.1,response,2,0,3
140,Teacher, We were talking about the elements and water in the element periodic table is H2O,,,140.1,remark,2,0,3
140,Teacher,"Okay, so where we left off",,,140.1,remark,2,0,3
140,Teacher," If you can split water up into two elements, like you said, how can you and Mr Chris that said that they had to use oxygen tanks come up with what the astronauts could use water on the main for",,,130.2,remark,2,0,3
140,Teacher,So,,,130.2,remark,2,0,3
140,Teacher, Mm hmm,,,130.2,remark,2,0,3
140,Luis,Um okay so,,,130.2,response,2,0,3
140,Luis,F,,,,response,2,0,3
140,Luis,"Fair water is H2O, all you're saying hydrogen and oxygen",,,,response,2,0,3
140,Luis,Mm hmm,,,,response,2,0,3
140,Luis, And you said that Chris said oxygen tank,,,,response,2,0,3
140,Luis,Okay,,,,response,2,0,3
140,Teacher,Water on the moon be valuable,,,210.1,remark,2,0,3
140,Teacher,"By using what you and Mr Chris and Mr Chris, you can talk to",,,130.2,remark,2,0,3
140,Teacher, Luis and see how good your response and Luis just wanted to work together to help astronauts,,,130.2,remark,2,0,3
140,Chris,"Okay, so, so I was talking about the meeting debrief and you said that to Luis And you're talking about them needing to drink on",,,130.2,response,2,0,3
140,Chris,"Okay, so, I mean, that makes me think, you know, like",,,,response,2,0,3
140,Chris," Um, okay",,,,response,2,0,3
140,Chris," Um, no, we don't breathe water, but we do breathe oxygen",,,,response,2,0,3
140,Chris," Wait, but that's we don't we don't breathe water",,,,response,2,0,3
140,Chris,Water is important to breathe them to drink,,,,response,2,0,3
140,Luis, So if water gets like split up into on hydrogen and oxygen then,,,,response,2,0,3
140,Luis,"Okay, okay",,,,response,2,0,3
140,Luis,"Okay, help me out",,,,response,2,0,3
140,Luis, Chris,,,,response,2,0,3
140,Luis," Okay, so we can drink the water",,,,response,2,0,3
140,Luis,And we can break the water,,,,response,2,0,3
140,Luis, Abernathy,,,,response,2,0,3
140,Luis," Okay, so then that's as that the answer was, Ms",,,,response,2,0,3
140,Teacher, And I love how you guys are trying to think about this,,,230.3,remark,2,0,3
140,Teacher, Both of these things up,,,230.3,remark,2,0,3
140,Teacher, So let me help you with this,,,230.3,remark,2,0,3
140,Teacher, Okay,,,230.3,remark,2,0,3
140,Teacher,You are so close,,,230.3,remark,2,0,3
140,Teacher, You're telling me that I can split,,,230.3,remark,2,0,3
140,Teacher,To us and help benefit the astronauts when they go to the moon,,,230.3,remark,2,0,3
140,Teacher," We do drink water because we have to have it for our bodies, but we breathe oxygen",,,230.3,remark,2,0,3
140,Teacher, So hydrogen and oxygen,,,230.3,remark,2,0,3
140,Teacher, Luis You said that those two elements are can be broken apart,,,230.3,remark,2,0,3
140,Teacher, Think about them being separate now so your water molecules are now broken apart,,,230.3,remark,2,0,3
140,Teacher,Mr,,,230.3,remark,2,0,3
140,Teacher,You're left with hydrogen and oxygen,,,230.3,remark,2,0,3
140,Teacher,What can the astronaut use,,,210.3,remark,2,0,3
140,Teacher,"Miss Jazmin, what do you think",,,120.4,remark,2,0,3
140,Jazmin, You can use water to grow things so we could have a moon garden on the moon,,,120.4,response,2,0,3
140,Jazmin,"Well, I was thinking about the water can use",,,120.4,response,2,0,3
140,Teacher,"Okay, well, what do we know that the moon doesn't have",,,210.3,remark,2,0,3
140,Jazmin,Of plants,,,210.3,response,2,0,3
140,Teacher, What are we trying to make by Chris tanks and Luis's two elements,,,210.3,remark,2,0,3
140,Teacher,Right,,,210.3,remark,2,0,3
140,Teacher, Oh,,,210.3,remark,2,0,3
140,Jazmin,It doesn't have enough water to grow things,,,210.3,response,2,0,3
140,Teacher,"It doesn't have enough water, but it hasn't not enough of something else that we have to have do me a favor",,,410.2,remark,2,0,3
140,Teacher,Breathe in,,,210.4,remark,2,0,3
140,Teacher,What did you just breathe in,,,210.4,remark,2,0,3
140,Jazmin,Oxygen,,,210.4,response,2,0,3
140,Teacher,But guess what the moon does not have,,,210.4,remark,2,0,3
140,Jazmin,It doesn't have oxygen,,,210.4,response,2,0,3
140,Teacher,So is it going to have a moon garden,,,210.3,remark,2,0,3
140,Jazmin,"No, that could be something valuable",,,210.3,response,2,0,3
140,Teacher, Luis I want you to keep thinking and Miss to,,,120.1,remark,2,0,3
140,Teacher,"It would definitely be valuable, but not something that is feasible on that moon",,,110.1,remark,2,0,3
140,Teacher," Chris, Mr",,,120.1,remark,2,0,3
140,Teacher,So Mr,,,120.1,remark,2,0,3
140,Teacher, I want you to think about the microscope again because I really loved how you were able to tell me that a microscope is used for something I can't see,,,120.1,remark,2,0,3
140,Teacher,Farrah,,,120.1,remark,2,0,3
140,Teacher,"So,",,,,remark,2,0,3
140,Teacher,I want you to find in the text where it talks about the water being so small that you have to use that kind of told hey,,,420.3,remark,2,0,3
140,Farrah,"Okay, yeah, I remember where that was cuz",,,420.3,response,2,0,3
140,,I encircled it before,,,,,2,0,3
140,Chris,"Okay, so, Miss Abernathy, I was thinking and okay so water can be broken down into parts hydrogen and oxygen",,,,response,2,0,3
140,Chris, The oxygen a brief um,,,,response,2,0,3
140,Chris,"What, what do we use the hydrogen for",,,,response,2,0,3
140,Teacher,"Oh, I think it takes, can someone find it",,,130.2,remark,2,0,3
140,Teacher,Let me see,,,,remark,2,0,3
140,Farrah,Okay,,,,response,2,0,3
140,Farrah," Um, so, in paragraph three is where it talked about this, the microscope and",,,,response,2,0,3
140,Teacher,Macroscopic right,,,110.1,remark,2,0,3
140,Teacher,Yeah,,,,remark,2,0,3
140,Teacher,So let's think about this,,,,remark,2,0,3
140,Teacher, Is it going to be very heavy,,,210.4,remark,2,0,3
140,Teacher,Macroscopic,,,210.4,remark,2,0,3
140,Farrah,"No, no",,,210.4,response,2,0,3
140,Teacher,Cuz it's right,,,210.4,remark,2,0,3
140,Teacher, But think about when you go to the grocery store and you buy two gallons of water is that heavy,,,210.4,remark,2,0,3
140,Farrah,"Yeah, yeah",,,210.4,response,2,0,3
140,Farrah," My mom always makes me carry the groceries inside and my arms are always like, hurting so much",,,210.4,response,2,0,3
140,Teacher,"So, hmm, is this patient, very large",,,210.3,remark,2,0,3
140,Farrah,"Ah, I think it's got to be pretty big",,,210.3,response,2,0,3
140,Farrah," Yeah, maybe",,,210.3,response,2,0,3
140,Teacher,"Maybe, but do you think they had to have a lot of equipment on there",,,210.3,remark,2,0,3
140,Farrah,"Um, yeah, to go to space",,,210.3,response,2,0,3
140,Farrah, I figure you got to have a lot of stuff,,,210.3,response,2,0,3
140,Teacher, So do you think that they would have enough space for gallons and gallons of heavy water or do you think we could use something on the moon,,,210.3,remark,2,0,3
140,Teacher,I would tell you,,,210.3,remark,2,0,3
140,Farrah,"Okay, okay, thinking about that",,,210.3,response,2,0,3
140,Farrah,They wouldn't,,,,response,2,0,3
140,Farrah,Might not have enough space because I got a bunch of stuff,,,,response,2,0,3
140,Teacher,"Do me a favor, I want you to look at paragraph five,",,,120.3,remark,2,0,3
140,Oliver, And I swear,,,120.3,response,2,0,3
140,Oliver,"Okay, one word or can be useful and other ways",,,120.3,response,2,0,3
140,Oliver, I swear I'm,,,120.3,response,2,0,3
140,Oliver," Okay, um, water can be broken down into parts hydrogen and oxygen",,,120.3,response,2,0,3
140,Oliver,Password Chris said astronauts could breathe oxygen,,,,response,2,0,3
140,Oliver,"Can we say that one already, the oxygen",,,,response,2,0,3
140,Teacher,"Now, now you guys have not, but you guys were so close",,,130.2,remark,2,0,3
140,Teacher, So have Mr Chris and history,,,130.2,remark,2,0,3
140,Teacher, Luis out death,,,130.2,remark,2,0,3
140,Oliver,"Okay, so, so it sounds that water can be broken down into two parts hydrogen and oxygen and and that it says that I should not breathe oxygen",,,130.2,response,2,0,3
140,Oliver, And that's important,,,130.2,response,2,0,3
140,Teacher, Have you figured out,,,120.4,remark,2,0,3
140,Teacher, So that's something valuable about this water on the moon right even though it's microscopic,,,110.1,remark,2,0,3
140,Teacher,Mm hmm,,,110.1,remark,2,0,3
140,Teacher,"All right, miss some Vana",,,120.4,remark,2,0,3
140,Teacher,What what they can do,,,,remark,2,0,3
140,Oliver," Miss Abernathy, but it looks like it's time for us to go to lunch",,,,response,2,0,3
140,Oliver,I'm sorry to interrupt,,,,response,2,0,3
140,Oliver,But I did want to say thank you for helping us keep thinking more and more and more about the thinking and really making us have to keep on talking to each other and thinking about our ideas,,,,response,2,0,3
140,Teacher, Thank you,,,,remark,2,0,3
140,Teacher,You're welcome,,,,remark,2,0,3
140,Teacher,Thank you,,,,remark,0,0,3
140,Teacher,Hey guys,,,,remark,0,0,3
140,Farrah,How are you,,,,response,0,0,3
140,Teacher,Good,,,,remark,0,0,3
140,Teacher, hope you guys are,,,,remark,0,0,3
140,Teacher," Yes, Luis?",,,,remark,0,0,3
140,Teacher,And I hope you enjoyed reading our text about the moon is a desert,,,,remark,0,0,3
140,Luis," Okay, so here's the thing",,,,response,0,0,3
140,Luis, I don't really need to be in this group,,,,response,0,0,3
140,Luis," I know all about space, like, I don't think I really need any help",,,,response,0,0,3
140,Luis,"Um, yeah",,,,response,0,0,3
140,Teacher,"Okay, but um and I appreciate that you know so much about this, but at the same time, we can always learn more",,,150.1,remark,0,0,3
140,Teacher, So why don't you stick with us and we'll see what we can discover together,,,150.1,remark,0,0,3
140,Luis,"Okay, yeah, I can stick around",,,150.1,response,0,0,3
140,Teacher, I just want to talk to you about some of your responses,,,150.1,remark,0,0,3
140,Teacher,"Okay, so, um, you guys were asked the question, what equipment did scientists use to discover water on the moon",,,120.2,remark,0,0,3
140,Teacher, And let's see if we can dig a little deeper,,,150.1,remark,0,0,3
140,Teacher,And you guys had some really great responses,,,150.1,remark,0,0,3
140,Teacher,That work?,,,150.1,remark,0,0,3
140,Oliver,That sounds great,,,150.1,response,0,0,3
140,Teacher,"Okay, so, um, Miss Farrah, you said that you need a scientific tool called a microscope to look really closely",,,230.1,remark,0,0,3
140,Teacher, What do you know about a microscope,,,230.1,remark,0,0,3
140,Farrah,So a microscope is like something that you like you use to see something that's really small,,,230.1,response,0,0,3
140,Teacher,Yes,,,140.1,remark,0,0,3
140,Teacher, Do you know anywhere else that they might use a microscope,,,140.1,remark,0,0,3
140,Teacher," Yes, you do",,,140.1,remark,0,0,3
140,Farrah,"Like, well we use it in like science class",,,140.1,response,0,0,3
140,Farrah,"Yeah, like to like look at samples of stuff",,,,response,0,0,3
140,Teacher,"Yes, correct",,,230.3,remark,0,0,3
140,Teacher," And, and then I loved and Chris, you said that there was craters full of water on the moon",,,230.3,remark,0,0,3
140,Teacher,Can you tell me where in our texts that it said that there was craters full of water on the moon?,,,230.2,remark,0,0,3
140,Chris," So, um,",,,230.2,response,0,0,3
140,Chris, Let's see,,,230.2,response,0,0,3
140,Chris,"Um, yeah, I can do that",,,230.2,response,0,0,3
140,Chris," Um, okay",,,230.2,response,0,0,3
140,Chris,I guess in the,,,,response,0,0,3
140,Chris,"I guess in paragraph one, it says that water can be found deep within the moon's polar craters, um,",,,,response,0,0,3
140,Chris,And then like in paragraph two it it says that the lunar orbiter looks for ice deposits in a large polar crater,,,,response,0,0,3
140,Teacher,"Okay, so let me ask you to close your eyes and think and draw a picture in your mind of what you think a crater looks like",,,210.4,remark,0,0,3
140,Teacher, How are you picturing it,,,210.4,remark,0,0,3
140,Teacher,Is it small,,,210.4,remark,0,0,3
140,Teacher, Is it big,,,210.4,remark,0,0,3
140,Chris,"Um, I guess it could be a couple like it could be any size because depending on like how how big it is, like, it could be bigger or it could be small",,,210.4,response,0,0,3
140,Teacher,"Okay, so with your eyes closed and you've got that picture of the craters in your mind",,,120.3,remark,0,0,3
140,Teacher, Okay,,,120.3,remark,0,0,3
140,Teacher, I'm going to read you this paragraph,,,120.3,remark,0,0,3
140,Teacher, The water they found is microscopic,,,120.3,remark,0,0,3
140,Teacher,That means the moon is still drier than the driest desert on Earth,,,120.3,remark,0,0,3
140,Teacher,"And Farrah told us that microscopic means you have to look through a microscope to see it, meaning you wouldn't be able to see it if you were looking straight at it",,,230.3,remark,0,0,3
140,Teacher,You need a scientific tool called a microscope to look really closely,,,230.3,remark,0,0,3
140,Teacher,"So, what did you guys see in your mind when I read that? Jazmin?",,,210.4,remark,0,0,3
140,Jazmin,So I guess what I saw was like that the moon is really like a desert like it's really dry and there's just a little bit of water there,,,230.3,response,0,0,3
140,Jazmin,I guess that's kind of what I saw,,,,response,0,0,3
140,Teacher,"Yeah, I like that",,,210.3,remark,0,0,3
140,Teacher, Do you think it's gonna be a little bit less than what you said?,,,210.3,remark,0,0,3
140,Teacher," Chris, do you still feel like it would be craters full of water on there",,,210.3,remark,0,0,3
140,Chris,"Well, because it sounds like, I guess",,,210.3,response,0,0,3
140,Chris," It sounds like there's a little less water, but there's not that much water, but there's just a little bit of water",,,210.3,response,0,0,3
140,Teacher,"Right, well, and I love that you guys were able to close your eyes and see that and help you Oliverelop that",,,310.1,remark,0,0,3
140,Teacher, Miss Jazmin?,,,310.1,remark,0,0,3
140,Jazmin,"Actually, I have a question",,,310.1,response,0,0,3
140,Jazmin," So if it sounds like then that we needed to use the microscope, but so is my answer wrong",,,310.1,response,0,0,3
140,Jazmin," Like, did they not use the small machine?",,,310.1,response,0,0,3
140,Teacher," They did send a small machine, but can you find in that paragraph why they sent that small machine and what it was used for",,,230.2,remark,0,0,3
140,Teacher,"Okay, so we're going to, I was coming to you, Miss Jazmin, and you said that they sent a small machine",,,230.2,remark,0,0,3
140,Jazmin,"So in paragraph two, it says that NASA sent a small machine called a Lunar Orbiter to investigate",,,230.2,response,0,0,3
140,Jazmin,This machine,,,,response,0,0,3
140,Jazmin,And it was like the lunar orbiter was looking for ice,,,,response,0,0,3
140,Teacher,"Hmm, I suppose it's in a large polar crater, right? Okay now your answer is correct, they did use that equipment to see if there was ice deposit",,,110.2,remark,0,0,3
140,Teacher,"But is that the only thing that they sent, the only thing that they used",,,210.3,remark,0,0,3
140,Jazmin,"I guess not, I guess they must have used all of them like different, like the microscop and the lunar orbiter",,,110.2,response,0,0,3
140,Teacher, Chris?,,,410.2,remark,0,0,3
140,Teacher," So, you missed one part of that because it works as a group",,,410.2,remark,0,0,3
140,Teacher," Okay, Mr",,,410.2,remark,0,0,3
140,Teacher,Yes,,,410.2,remark,0,0,3
140,Chris," I have a question, like so",,,410.2,response,0,0,3
140,Chris," And we saw that like astronauts have to use like space suits and like oxygen tanks and all that stuff like, um, do they, do they like, do they have to use that stuff, didn't they have to use that to discover the water?",,,410.2,response,0,0,3
140,Chris,"Um, yeah",,,410.2,response,0,0,3
140,Chris, My dad took me to NASA,,,410.2,response,0,0,3
140,Teacher,"They will if, as if an astronaut went to the moon, they definitely would have to, but when we look at this, this text, do we have evidence that an astronaut or a person went to the moon, or was it machines",,,210.3,remark,0,0,3
140,Chris,"Oh, okay, yeah",,,210.3,response,0,0,3
140,Chris," I guess they don't really, I guess they don't really say",,,210.3,response,0,0,3
140,Teacher,"They don't really say that, is where Mr",,,410.2,remark,0,0,3
140,Teacher, Luis talks about that they use a lot of equipment like oxygen tanks in our texts,,,410.2,remark,0,0,3
140,Teacher," It doesn't say anything about oxygen tanks, do they do use them",,,410.2,remark,0,0,3
140,Teacher, Oliver?,,,410.2,remark,0,0,3
140,Teacher," Yes, but not in this text",,,410.2,remark,0,0,3
140,Teacher, Mr,,,410.2,remark,0,0,3
140,Oliver," But before we go, I just wanted to thank you for working with us today and I really wanted to thank you for hor having us listen to each other's answers closely because we don't always really",,,410.2,response,0,0,3
140,Oliver," So, um, unfortunately, we have to go to lunch",,,410.2,response,0,0,3
140,Oliver,"Um, yeah",,,410.2,response,0,0,3
140,Oliver," So just like thank you so much, because that doesn't always happen",,,,response,0,0,3
140,Oliver, The way that you like had us listen to each other and try to learn from each other,,,,response,0,0,3
140,Oliver, Thank you,,,,response,0,0,3
140,Oliver,Like have a chance to listen to each other really closely and it was really nice,,,,response,0,0,3
140,Teacher, Thank you guys for hanging out with me,,,,remark,0,0,3
140,Teacher,More than welcome,,,,remark,0,0,3
140,Oliver,Thank you,,,,response,0,0,3
141,Farrah,"Yeah, we can hear you",,,,response,0,0,2
141,Teacher,"All right class, can everybody hear me?",,,,remark,0,0,2
141,Teacher,Okay,,,,remark,0,0,2
141,Teacher," So real quick, we're going to take a quick look at your responses to these selection, um, y'all remember what your answers, where you came up with?",,,,remark,0,0,2
141,Teacher,Okay,,,,remark,0,0,2
141,Luis," Um, but I have a quick question",,,,response,0,0,2
141,Luis,"Yeah, yeah",,,,response,0,0,2
141,Teacher,Yes Luis,,,,remark,0,0,2
141,Luis,"Okay, so I can know, like all about space",,,,response,0,0,2
141,Luis," Like, I don't think I really need to be in this group",,,,response,0,0,2
141,Luis," And, um, I don't think I really need help",,,,response,0,0,2
141,Teacher, So maybe you have something you can contribute to this group,,,110.1,remark,0,0,2
141,Teacher,"You don't? Well, I'm, again, this is a more of a discussion based exercise",,,110.1,remark,0,0,2
141,Luis,Yeah,,,110.1,response,0,0,2
141,Luis,"Okay, I see that",,,,response,0,0,2
141,Teacher,Okay,,,120.4,remark,0,0,2
141,Teacher," So real quick, back to the last question, Farrah, can you repeat the answer in that you came up with for this?",,,120.4,remark,0,0,2
141,Farrah," So basically, you just need a scientific a tool called a microscope to look really closely",,,120.4,response,0,0,2
141,Farrah,"Oh yeah, okay",,,120.4,response,0,0,2
141,Teacher,"Okay, now in the test we did hear about how you might need a microscope to view this this these water molecules",,,110.2,remark,0,0,2
141,Teacher, Right?,,,110.2,remark,0,0,2
141,Teacher,Now the question is asking for the tool that we use for this,,,210.1,remark,0,0,2
141,Teacher,"You might want to take another guess at the tool used to get that, to get those microscopic images?",,,120.1,remark,0,0,2
141,Teacher,"Yes, Jazmin?",,,,remark,0,0,2
141,Jazmin,So I think that it was the small machine that they sent,,,,response,0,0,2
141,Jazmin, That's what they used,,,,response,0,0,2
141,Teacher," Does anybody, anyone have the specific name of the machine?",,,230.1,remark,0,0,2
141,Teacher,"Okay, so yes, they used a small machine",,,230.1,remark,0,0,2
141,Teacher, I would use it,,,120.3,remark,0,0,2
141,Teacher,If you guys have your text handy,,,120.3,remark,0,0,2
141,Jazmin,"The lunar orbiter, in paragraph twol",,,120.3,response,0,0,2
141,Teacher,Lunar Orbiter,,,110.4,remark,0,0,2
141,Teacher, This is the,,,110.4,remark,0,0,2
141,Teacher, Right,,,110.4,remark,0,0,2
141,Teacher, Correct,,,110.4,remark,0,0,2
141,Teacher,Does everybody agree with this?,,,150.1,remark,0,0,2
141,Teacher, That's what we were looking for,,,110.4,remark,0,0,2
141,Teacher," Yes, Farrah?",,,,remark,0,0,2
141,Teacher,Any responses,,,,remark,0,0,2
141,Farrah,"Okay, so I'm actually wondering like why is my answer wrong?",,,,response,0,0,2
141,Teacher,With your answer is not wrong,,,110.2,remark,0,0,2
141,Teacher," But if you look closely at the question, it was asking what the tool was to get that sample,  your answer was the tools to see it",,,210.2,remark,0,0,2
141,Teacher,"Well, you had the right idea about the microscope about the microscopic water molecules",,,210.2,remark,0,0,2
141,Teacher," Right, right",,,,remark,0,0,2
141,Teacher,You had the right idea,,,,remark,0,0,2
141,Farrah,"Gotcha, so they used--",,,,response,0,0,2
141,Teacher,"Oliver, you had your hand up",,,,remark,0,0,2
141,Oliver,So they used Lunar Orbiter?,,,,response,0,0,2
141,Teacher,Yes,,,130.3,remark,0,0,2
141,Farrah,"Yes, they use the Lunar Orbiter to discover it",,,130.3,response,0,0,2
141,Farrah," And then they use the microscope to study, I think, is that right",,,130.3,response,0,0,2
141,Farrah," Um,",,,,response,0,0,2
141,Farrah, That makes a lot of sense,,,,response,0,0,2
141,Farrah,Okay that makes a lot of sense,,,,response,0,0,2
141,Chris, I have a question,,,,response,0,0,2
141,Chris,"Yeah, but I'm okay",,,,response,0,0,2
141,Teacher,Yes,,,,remark,0,0,2
141,Chris,"Okay, so I went to NASA and with my dad and I know that scientists use like a lot of equipment like oxygen tanks and masks and suits and stuff to go up into space, like they didn't, did they not use that stuff to to discover the water?",,,,response,0,0,2
141,Teacher, If you look back at the discussion question it's looking for the specific tool or Oliverice specifically used for that purpose,,,210.2,remark,0,0,2
141,Teacher,"In a way, yes",,,210.2,remark,0,0,2
141,Teacher, But this is also why science questions are a little tricky,,,210.2,remark,0,0,2
141,Teacher,"Each each Oliverice has a particular purpose it is designed for, for example, like you said the oxygen tanks",,,210.1,remark,0,0,2
141,Teacher,"The question was looking for the specific Oliverice us to find that one doesn't mean that all the other stuff is a used, it just means that's not the is the specific item that they were looking for",,,210.1,remark,0,0,2
141,Teacher,"Yes, they did use oxygen tanks to find water, you know, but that was not exactly the purpose that those oxygen tanks were designed for",,,130.1,remark,0,0,2
141,Teacher,what are the oxygen tanks usually designed for? Anybody know?,,,140.1,remark,0,0,2
141,Chris,"Well, they're they're yeah they're designed so you can you can breathe in space",,,130.1,response,0,0,2
141,Teacher,But is that the specific Oliverice used to find the microscopic water samples?,,,210.1,remark,0,0,2
141,Teacher,"Right, so they used to help people to breathe air, to breathe in space",,,210.1,remark,0,0,2
141,Chris,"No, no, that that was the the Lunar Orbiter",,,210.1,response,0,0,2
141,Teacher," So even though it wasn't, even though that they didn't use the oxygen takes to help them in their mission to find those samples",,,130.1,remark,0,0,2
141,Teacher,Right,,,130.1,remark,0,0,2
141,Teacher, That's what the question was asked,,,410.1,remark,0,0,2
141,Teacher,It's not the specific tool used to get to the water to get those samples,,,410.1,remark,0,0,2
141,Teacher,"Yes, Jazmin?",,,,remark,0,0,2
141,Jazmin, But before we go,,,,response,0,0,2
141,Jazmin,"Unfortunately, we have to go to lunch",,,,response,0,0,2
141,Jazmin, You were so clear with helping us to understand,,,,response,0,0,2
141,Jazmin,"I just wanted to thank you for working with us, and especially I wanted to thank you",,,,response,0,0,2
141,Jazmin, And we were able to really listen to each other's answers really closely and you made sure that,,,,response,0,0,2
141,Jazmin,Like what we were looking for,,,,response,0,0,2
141,Jazmin, Thank you so much,,,,response,0,0,2
141,Jazmin,"That everyone had a chance to talk, which was awesome, because we don't always get a chance to talk during class",,,,response,0,0,2
141,Jazmin," So thank you so much, because I think we all really learned a lot from from each other",,,,response,0,0,2
141,Jazmin, Thanks to you too,,,,response,0,0,2
141,Teacher,Hope you guys enjoy our lunch,,,,remark,0,0,2
141,Oliver,"Hi, how are you doing today",,,,response,1,0,2
141,Teacher,"Good, how is everybody doing?",,,,remark,1,0,2
141,Oliver,Great excited to work with you,,,,response,1,0,2
141,Teacher,"Yes, Luis",,,,remark,1,0,2
141,Luis,"Yeah, so I don't think that I need to be in this group, because I know like everything that there is to know about space, all that stuff already",,,,response,1,0,2
141,Teacher,"Well, it's always good to go back and review things that you've learned",,,150.1,remark,1,0,2
141,Teacher,And maybe you can help some of the other students because for some students,,,110.3,remark,1,0,2
141,Teacher, This might be their first time learning about space,,,110.3,remark,1,0,2
141,Luis,"Okay, yeah, I can do that",,,110.3,response,1,0,2
141,Teacher,"Okay, does anybody else have any questions before we begin,",,,150.1,remark,1,0,2
141,Teacher,Okay,,,,remark,1,0,2
141,Teacher,"Now, I believe you guys have been reading an article On water on the moon",,,,remark,1,0,2
141,Teacher,You guys want to share your responses to this article,,,120.4,remark,1,0,2
141,Farrah," Um, okay, so I said, you need a microscope to do the water",,,120.4,response,1,0,2
141,Farrah,"Sure, we can do that",,,120.4,response,1,0,2
141,Teacher,"Okay, so a microscope to find the water",,,,remark,1,0,2
141,Teacher, Yeah,,,230.2,remark,1,0,2
141,Teacher,Okay,,,230.2,remark,1,0,2
141,Teacher, Okay,,,230.2,remark,1,0,2
141,Teacher, Would you mind reading a section of the passage where you found this answer?,,,230.2,remark,1,0,2
141,Farrah," Um,",,,230.2,response,1,0,2
141,Farrah, Let's see,,,230.2,response,1,0,2
141,Farrah,"Um, yeah, I can do that",,,230.2,response,1,0,2
141,Farrah,I said the water they found is microscopic meaning you would be able to see it if you were looking straight at it,,,,response,1,0,2
