intent,actor,keys,trigger,text
120.3,Luis,"about,read,paragraph,again,because,seems,like,little,confused,correct,answer,here,want,hone"," How about you be the one to read paragraph two for us again because it seems like we're a little confused on the correct answer here and I want to see if we can hone in on it ","Okay, um paragraph two"
120.3,Farrah,"farrah,don't,ahead,read,discussion,question"," So, Farrah, why don't you go ahead and read our discussion question to us ","Um, what equipment did scientists use to discover water on the moon"
120.3,Luis,"right,just,talked,about,read,story,discovering,water,moon,question,what,they,discover,water,moon,let's,back,text,three,looking,three,they're,short,little,sentences","All right, so we just talked about, and read the story on discovering water on the moon, and the question was what did they use to discover the water on the moon So, let's go back up the text has one, two, and three  So in looking at the one, two, and three, they're short little sentences ",Excuse me
120.3,Chris,"welcome,chris,looked,found,craters,full,water,moon,that's,what,question,here,asking,what,they,yeah,would,cool,went,home,told,your,about,story,then,know,what,they,used,right,that's,where,question,coming,because,what,your,parents,asked,what,they,reading,back,through,what,jazmin,just,talked,about,this,small,machine","You are welcome and, Chris, you looked at, found craters full of water on the moon  And that's what this question here is asking, what did they use Yeah, so it would be cool to to if you went home and told your mom and dad about this story then to know what they used right so that's where the question is coming from because what if your parents asked you, what did they use So, reading back through and what Jazmin had just talked about with this small machine ","Want me to read, read, where I got my answer from or you want me to read where Jazmin got her answer from?"
120.3,Jazmin,"know,exactly,where,text,well,believe,part,three,first,pair,first,section,good,there,oliveron,deaf,think,that,able,work,together,kind,pull,their,resources,there,come,right,answer,think,that,answers,getting,right,track,first,back,question,itself"," I know exactly where it's at the text as well, I believe, part three of the first pair first section  So, good job there Oliveron are deaf So I think that if we are able to work together and kind of pull their resources in there, we can come up with the right answer And I think that with all of her answers  We're all getting on the right track  First, we go back to the question itself ","Well, I was just when you say I wasn't sure why"
120.3,Jazmin,"would,okay,read,final,sentence,there","Would you be okay to read the final sentence there  Oh, yes, yes "," This is that a good answer"
120.3,Jazmin,,,"I will, I will just be about, like, I was wondering if this was maybe the answer is NASA use a small machine to get to the water"
120.3,Chris,"weren't,wrong,after,that,last,sentence,there,thank,jazmin,that,part,three","You weren't wrong after all  That last sentence there But thank you, Jazmin for that now  The for part three ","So in part three, it says"
120.3,Chris,"yeah,starts,that,final,sentence,there","Yeah, the one starts with that the final sentence there "," You need a scientific"
120.3,Chris,,,Gotcha
120.3,Farrah,"look,back,text","Can you look back in the text and see ",[Reads text to herself quickly]
120.3,Farrah,,," NASA sent a small machine called a Lunar Orbiter to investigate"
120.3,Chris,"let's,look,back,reread,paragraph,three","So let's look back and can you reread paragraph three for me ","Yeah, but my answer is in paragraph one, it's not in paragraph three"
120.3,Luis,"read,paragraph","Can you read paragraph two for me ",Okay
120.3,Chris,"water,they,found,microscopic,says,meaning,that,wouldn't,able,were,looking,straight,what,think,chris,microscopic,means","So the water they found is microscopic and it says, meaning that you wouldn't be able to see if you were looking straight at it So what do we think Chris microscopic means ",Microscopic's kind of like really small
120.3,Farrah,"believe,don't,need,help,well,work,through,together,we'll,actually,what,learn,along,anyone,else,have,questions,before,begin,have,answered,same,question,which,read,what,equipment,scientists,discover,water,moon,alright,seeing,hands,seems,like,have,understanding,what,that,trying,find,sound,like,plan,what,like,like,around,read,little,little,person,time,then,work,through,question,together,quite,there,just,right,farrah,let's,have,read,first,paragraph,right,where,says","You believe you don't need any help? Well, we're going to work through this together and we'll actually see what we can learn along the way  Does anyone else have any questions before we begin?  We all have answered the same question, which I'm going to read  Now what equipment did scientists use to discover water on the moon Alright, seeing no hands And it seems like we have some understanding of what it is that we're trying to find out  Sound like a plan?  So what I'd like to do is I'd like us to go around and read this little by little, one person at a time and then we're going to work through this question together  But we're not all quite there just yet All right, Farrah, let's have you read the first paragraph right where it says one ",Okay
120.3,Farrah,,," Um, let's see"
120.3,Oliver,"wants,read,second,second,paragraph,oliver,your,hand,first,let's"," Who wants to read the second second paragraph Oliver saw your hand first  Let's go with you ",Um okay
120.3,Oliver,,," These ice deposits are very small"
120.3,Oliver,,," This lunar orbiter looks for ice deposits in a large polar crater"
120.3,Oliver,,," Um second paragraph, and number two, NASA sent a small machine called a lunar orbiter to investigate"
120.3,Jazmin,"jazmin,your,hand,first","Hi, Jazmin, I saw your hand first "," The water they found is microscopic you wouldn't be able to see it if you were looking straight at it, you need a scientific to call the microscope to look really closely"
120.3,Jazmin,,," That means the moon is still drier than the driest desert on Earth"
120.3,Jazmin,,,"So, let's see paragraph three"
120.3,Chris,"would,mind,chris,would,mind,reading,paragraphs,class,please,yeah,last,minute"," So, would you mind Chris, would you mind reading paragraphs one and two for the class, please Yeah, I see, I see  In the last minute "," Scientists have known for a long time that the moon is it desert because it has no opposite like we have"
120.3,Chris,,,"Yeah, okay"
120.3,Chris,"thank,that,however,look,paragraph,goes,little,more,depth,what,let's,look,specifically,paragraph,number,both,them,mentioned,craters,let's,look,specifically,well,just,read,whole,thing,quickly,myself,nasa,send,small,machine,called,lunar,orbiter,investigate,that,lunar,orbiter,would,land,south,pole,deposits,these,deposits,very,small,sounds,says,that,layers,that,myself,thank,guys,that,they,would,contain,water,about,look,halfway,down,sign,sinister,begin,scientists,said,that,that,sentence,read,that,scientists,said,that,time,layer,moon's,surface,would,hold,total,about,ounces,water,that,water,chris,continue,that's,that's,only,about,four,glasses,water"," Thank you for that  However, if we look at paragraph two it goes a little bit more in depth, from what I see  So let's look specifically at paragraph number two, both of them mentioned craters Let's look specifically at  Well, I'm just going to read the whole thing quickly for myself, NASA send a small machine called Lunar Orbiter to investigate that lunar orbiter would land in the south pole deposits These ice deposits for very small sounds  It says that one of the top 10 layers  That was for myself  Thank you guys and that they would contain water How about we look halfway down  Do you see the sign the sinister begin scientists said that one ton, you see that sentence I'm going to read that for all of us, scientists said that one time of the top layer of the moon's surface would hold in total about 32 ounces of water is that a lot of water Chris  And if we continue that's that's only about four glasses of water "," I guess it's not"
120.3,Chris,,,"Um, no"
120.3,Oliver,"favor,want,look,paragraph,five","Do me a favor, I want you to look at paragraph five, "," And I swear"
120.3,Oliver,,,"Okay, one word or can be useful and other ways"
120.3,Oliver,,," I swear I'm"
120.3,Oliver,,," Okay, um, water can be broken down into parts hydrogen and oxygen"
120.3,Jazmin,"okay,test,hear,about,might,need,microscope,view,this,these,water,molecules,question,asking,tool,that,this,might,want,take,another,guess,tool,used,that,those,microscopic,images,anybody,anyone,have,specific,name,machine,okay,they,used,small,machine,would,guys,have,your,text,handy","Okay, now in the test we did hear about how you might need a microscope to view this this these water molecules Now the question is asking for the tool that we use for this You might want to take another guess at the tool used to get that, to get those microscopic images?  Does anybody, anyone have the specific name of the machine? Okay, so yes, they used a small machine  I would use it If you guys have your text handy ","The lunar orbiter, in paragraph twol"
120.3,Farrah,"don't,take,look,number,worksheet,good,somebody,read,that","Why don't we all take a look at number two on the worksheet good somebody read that for me "," I'm NASA to small machine called a lunar orbiter to investigate lunar orbiter south pole for look for ice deposits"
120.3,Farrah,,,And I repeat it
120.3,Farrah,"first,sentence,second,paragraph,okay","yep the first sentence of the second paragraph okay ",NASA sent a small machine to the moon to investigate
120.3,Jazmin,"that,sounds,great,that's,something,always,want,keep,passage,does,that,there,there's,evidence,that,water,found,within,moon's,polar,craters,which,that's,great,piece,knowledge,last,passage,answer,says,that,means,that,moon,still,drier,than,driest,desert,earth,water,they,found,microscopic,meaning,would,able,were,looking,straight,need,scientific,tool,called,microscope,look,real,closely"," That sounds great  That's something we always want to keep with us So in the passage, it does say that there there's evidence that water can be found within the moon's polar craters which - that's a great piece of knowledge But the last passage has our answer in it It says that means that the moon is still drier than the driest desert on Earth  So water they found is microscopic meaning you would not be able to see it if you were looking straight at it, you need a scientific tool called a microscope to look real closely ",Um
120.3,Jazmin,"alrighty,then,you'll,able,explain,your,thinking,soon,done,talking,jazmin,right,thank,alright,jazmin,said,that,nasa,sent,small,machine,where,text,find,that,nasa,sent,small,machine,right,read,that,please","alrighty then you'll be able to explain your thinking to me as soon as i'm done talking to Jazmin all right Thank you alright Jazmin so, you said that NASA sent a small machine now Where in the text did you find that NASA sent a small machine all right, can you read that to me please ",NASA small machine called a lunar orbiter to investigate
120.3,Luis,"reflect,what,jazmin,shared,there,anyone,want,read,loud,first,second,sentence,paragraph,about,lunar,orbiter,want,everyone,look,lunar,orbiter,read,first,second,sentence,paragraph"," So now we're going to reflect on what Jazmin shared there  Anyone want to read out loud, the first, second sentence of a paragraph about the lunar orbiter  So I want everyone to look at lunar orbiter and read the first and second sentence of paragraph two "," Ok"
120.3,Luis,,," This lunar orbiter will land at the moon's South Pole and look for ice deposits in a large polar crater"
120.3,Luis,,," NASA sent a small machine called a lunar orbiter to investigate"
120.3,Luis,,,I'll read it
120.3,Luis,,," I'll read it"
120.3,Farrah,"they,we're,look,next,paragraph,after,that,paragraph,three,says,that,means,moon,still,drier,than,driest,desert,earth,water,they,found,microscopic,meaning,wouldn't,able,were,looking,straight,you'd,need,scientific,tool,called,microscope,look,closely,farrah","They did so we're going to look at the next paragraph after that paragraph three, it says that means the moon, is still drier than the driest desert on earth The water they found is microscopic meaning you wouldn't be able to see it if you were looking straight at it you'd need a scientific tool called a microscope to look really closely Farrah ",Agile Teacher Lab: um yeah so I sent a microscope That was my answer um so I don't understand why my answer is wrong
120.3,Luis,"know,what,gonna,focus,question,sorry,lost,there,convincing,evidence,that,water,what,moon,could,valuable,before,share,responses,possibly,revise,change,them,want,guys,reread,look,paragraph,four,five,your,reading,once,guys,done,look,keep,with,lesson","know what we're gonna do is we're going to focus on the question i'm sorry I lost it is there, convincing evidence that water is on what on the moon could be valuable So before we share our responses and possibly revise and change them, I want you guys to reread and look at the paragraph four, five and six in your reading once you guys are done, we can look at, we can keep going with this lesson ",Agile Teacher Lab: um excuse me
120.3,Luis,"what,useful,important,saying,that,split,hydrogen,oxygen,true,doesn't,totally,answer,question,then,come,back,together,figure,really,strong,answer,group,that,answers,question,completely,sound,good,what,want,guys,look,that,reading,more,time","What useful important so saying that it can be split into hydrogen and oxygen is true, but it doesn't totally answer this question so and then we're going to come back together and figure out a really strong answer as a group that answers the question completely sound good What I want you guys to do is to look at that reading, one more time ",Okay
120.3,Farrah,"point,equipment,used,i'll,know,nasa,sent,small,machine,called,lunar,orbiter,investigate,lunar,orbiter,looks,like,night,looks,deposits,large,polar,crater,these,deposits,very,small"," Can you point out any equipment used I'll we know NASA has sent a small machine called a lunar orbiter to investigate this lunar orbiter looks like a night looks for ice deposits in a large polar crater these ice deposits are very small ","Okay, I'm"
120.3,Oliver,"water,they,found,microscopic,microsoft,third,call,says,that,means,moon,still,drier,than,driest,desert,earth,microscopic,meaning,won't,able,tell,they,equipment,that,quote,were,looking,straight,need,scientific,tool,called,microsoft,look,very,close"," The water they found is microscopic Microsoft For the third call it says that means the moon is still drier than the driest desert on Earth Microscopic meaning you won't be able to see it  Can you tell me if they use any equipment in that quote  If you were looking straight at it, you need to scientific tool called the Microsoft look very close "," Cause that was my answer was a microscope"
120.3,Oliver,,," Yeah"
120.3,Oliver,,,"Know, you'll be used the um the microscope"
120.3,Farrah,"don't,necessarily,think,answer,think,more,that,work,answers,make,them,little,more,expectation,using,specific,language,like,said,luis,earlier,just,working,science,skills,also,working,reading,writing,skills,that,text,uses,well,just,working,writing,skills,quoted,reading,well,like,that,also,found,text,where,farrah,liked,your,answer,that,mentioned,evidence,reading,talks,about,specific,things,that,question,asks,would,anyone,like,read,question,first,question,would,anyone,like,read,question,first,question","I don't necessarily think any one answer was I think it was more that we can work on our answers to make them a little bit more to the expectation of using specific language  Like I said to Luis earlier, we're not just working on our science skills, we're also working on our reading and writing skills that the text uses and as well as just working on our writing skills  You quoted the reading really well and I really like that, and you also found in the text where Um so Farrah I really liked in your answer that you really, you mentioned the evidence from the from the reading It talks about specific things that the question asks um would anyone like to read the question, the first question for us Um would anyone like to read the question, the first question for us ",Thank you
120.3,Oliver,"awesome,start,your,minute,timer,read,text,closely,finish,before,minutes,ahead,read,again,your,minutes,starting,read","awesome I am going to start your two minute timer to read the text really closely, if you finish before two minutes go ahead and read it again your two minutes, starting now to read ","We can read super fast, so we we did our two minutes"
120.3,Jazmin,"would,valuable,very,important,resource,could,useful,lots,ways,example,future,astronauts,could,drink,water,like,said,right,water","would be a valuable or very important resource, it could be useful in lots of ways, for example, future astronauts could drink the water like you said right water is ",yeah
120.3,Luis,"would,able,read,that,last,sentence,then,group","Would you be able to read that last sentence for us, then, as a group ","yeah I would love to read that sounds great okay i'm in paragraph five, is that right"
120.3,Luis,"don't,look,back,question,just,read,more,time,read,loud,that's,good,information","why don't we look back at the question is just read it one more time, can you read it out loud for me that's really good information ","yeah Okay, it says is there convincing evidence that water on the moon could be valuable"
120.3,Luis,"find,that's,paragraph","Can you find it and that's in paragraph 2 ",Not I sent a small machine called a lunar orbiter to investigate this lunar orbiter will land on the moon South Pole and look for ice deposits in a large bore crater these ice deposits are very small
120.3,Jazmin,"that's,great,answer,because,you're,right,believe,first,sentence,paragraph,read,that,whole,sentence,read,sentence,that,found,that,they,nasa,send,small,machine,okay,necessarily,wrong"," That's a great answer, because you're right  I believe it's the first sentence and paragraph two, can you read that whole sentence Can you read the sentence that you found that in  They did NASA did send a small machine Okay, it's not necessarily wrong at all ","Yes, out loud"
120.3,Oliver,"okay,oliver,reread,that,first,question","Okay, and Oliver can you reread that first question? ",Okay um what equipment did scientists use to discover water on the moon
120.3,Farrah,"luis,wonder,your,ever,seen,lunar,escape,lunar,orbiter,chris,jazmin,that,they,found,tools,equipment,right,read,question,that,you're,trying,answer"," Luis I wonder if your dad has ever seen the lunar escape or the Lunar Orbiter But so Chris and Jazmin, so that they found the two tools of equipment right so  Can you read the question for me that you're trying to answer ",Huh
120.3,Farrah,,," Yes, it's um what equipment did scientists use to discover water on the moon"
120.3,Farrah,"help,find,water,moon,okay,let's,look,both,pieces,equipment,microscope,right,microscope,helps,things,that,small,necessarily,found,water,earth,right,reread,part,article,about,microscope,please"," Did it help find the water on the moon Okay, so let's look at both pieces of equipment  So the was the microscope Right, so the microscope helps us see things that is really small, but Not necessarily found the water on the earth right? Can you reread the part in the article about the microscope for me, please ","Yeah, out loud"
120.3,Chris,"then,chris,reread,part,about,lunar,orbiter,would,need,scientific,tool,called,microscope,look,closely,water,they,found,moon,right","and then Chris, can you reread the part about the Lunar Orbiter  So you would need a scientific tool called a microscope to look really closely at the water they found on moon right "," Definitely"
120.3,Chris,,," Um, it says, let's see, NASA sent a small machine called a lunar orbiter to investigate this lunar orbiter will land at the moon's South Pole and lock her ice deposits and a large polar crater"
120.3,Chris,,,"Yeah, I can do that"
120.3,Chris,"read,next,sentences","Um, can you read the next two sentences for me "," Yeah, okay, these ice deposits are very small, scientists said that one ton of the top layer of the moon surface would hold in total about 32 ounces of water"
120.3,Chris,,,Mm hmm
120.3,Oliver,"name,teacher,we're,digging,little,deeper,discussion,questions,reading,about,water,moon,matter,what,subject,even,know,about,space,right,also,learning,about,answering,question,fully,making,sure,that,giving,information,that's,your,head,that,everyone,knows,that,have,full,understanding,topic,yeah,believe,there's,always,more,learn,let's,reread,question,question,asked,what,equipment,scientists,discover,water,moon,someone,read,reread,paragraph,where,begins,nasa,send,small,machine,read,that,like,these,answers,don't,think,that,need,take,step,back,some,these,answers"," My name is Teacher, so we're going to be digging a little bit deeper into our discussion questions on reading about water on the moon  No matter what the subject and even if you know all about space right now We're also going to be learning about answering a question fully And making sure that we're giving all the information that's in your head so that everyone knows that you have a full understanding of the topic Oh yeah, I believe it, but there's always more to learn  So let's reread the question The question asked what equipment did scientists use to discover water on the moon Can someone read reread paragraph two, for me, where it begins with NASA send a small machine, who can read that for me So I like a lot of these answers, but why don't we, I think that we need to take a step back with some of these answers "," These are still deposits are very small"
120.3,Oliver,,,It says NASA sent a machine called all Lunar Orbiter to investigate this lunar orbiter looks for ice deposits and a large polar quarter
120.3,Chris,"tell,included,really,awesome,information,here,make,sure,that,answering,question,that,given,using,text,that,given,know,remember,that,based,your,answer,let's,start,looking,back,question,again,someone,read,question,loud"," I can tell you included some really awesome information, but we're here to make sure that we're answering the question that was given to us and using the text that was given to us I know I remember that  And based on your answer So let's start by looking back at the question again So can someone read the question out loud to me ","Yeah, I'll read it"
120.3,Luis,"could,someone,read,that,loud,don't,begin,just,reviewing,question,more,time,going,over,responses,comprehension,question,regarding,text,moon,know,sure,know,have,background,information,that,since,you've,read,many,books,sure,movies,shows,want,make,sure,that,answering,question,that,given,fullest,making,sure,using,evidence,text,that,given,however,working,different,things,this,group,don't,work,that,together,could,ahead,read,that,question,loud,luis"," Could someone read that out loud to me So why don't we begin by just reviewing the question one more time We're going to be going over our responses to our comprehension question regarding the text on the moon I know I'm sure you do  I know you have a lot of background information on that since you've read so many books  I'm sure see movies or tv shows  We want to make sure that we're answering the question that was given to the fullest and making sure we're using evidence from the text that was given However, we're working on a few different things in this group So why don't we all work on that together  So could you go ahead and read that question out loud to me Luis ",Yeah okay um the question as what equipment at scientists to is to discover water on the moon
120.3,Farrah,"okay,appreciate,your,honesty,also,like,that,referencing,specific,parts,text,that,said,they,were,looking,deposits,right,poet,large,polar,crater,that,type,same,you're,reference,back,text,order,find,evidence,were,talking,about,which,equipment,they,were,using,first,let's,would,suggest,revisit,question,more,time,read,what,that,question","Okay, I appreciate your honesty, I also really like that you are referencing specific parts of the text  So I see that you said they were looking for Ice deposits right in the poet large polar crater You can use that type of same you're going to reference back to the text in order to find evidence You were talking about which equipment they were using first and let's if I would suggest you revisit the question one more time Can you read what that question is ",Yes
120.3,Farrah,,," So, so what equipment did scientists use to discover water on the moon"
120.3,Oliver,"yeah,discover,you're,back,your,answer,microscope,it's,asking,which,equipment,they,used,first,what,they,asking,farrah,read","Yeah, discover and so you're going to go back to your answer for microscope it it's not asking which equipment they used first, what are they asking? Farrah, can you read? ",All okay
120.3,Oliver,"okay,what,want,want,right,read,question,that,trying,figure"," Okay, so what I want you to do is I want you to right now read me the question that we're trying to figure out ",Okay um what equipment did scientists use to find water on the moon
120.3,Oliver,,," Okay, so we're looking for the equipment that scientist us to discover water on the moon"
120.3,Oliver,"read,that,whole,sentence,starting,beginning"," Can you read that whole sentence to me, starting from the beginning ",Yeah okay this lunar orbiter will land on the moon South Pole and look for ice deposits and a large polar greater
120.3,Luis,"love,just,like,luis,you're,using,previous,knowledge,you're,making,connections,it's,important,question,what,equipment,scientists,discover,water,moon,need,answer,that,question,using,article,let's,take,next,minutes,read,through,article,have,your,previous,answers,love,just,them,then,talk,about,just,answered,question,about,exactly,sure,what,someone,like,raise,their,hand,tell,what,just,read,what,just,answered,luis"," And I love how just like Luis You're using previous knowledge and you're making connections and it's so important  Question is what equipment did scientists use to discover water on the moon, and we need to answer that question using the article So let's take the next two minutes to read through the article, you can have your previous answers  I love just add to them and then we'll talk about it So you just answered a question about, I'm not exactly sure what it was with someone like to raise their hand and tell me what you just read and what you just answered, Luis "," So um we answered the question about the equipment and the water on the moon, but I shouldn't be in this group, I already know all about space"
120.3,Luis,,,"Okay, yeah"
120.3,Farrah,"maybe,someone,read,from,their,book,their,icon,love,hear,what,know,about,space,right,want,focus,question,that,what,exactly,have,text,front"," Maybe someone can read it from their book from their icon Oh, I love to hear what you know about space right now I want to focus on the question that we had to ask, what was it exactly do you have the text in front of you ","Okay, so the question is what equipment did scientists use to discover water on the moon"
120.3,Farrah,"that,you're,talking,about,water,they,found,microscopic,continue,reading,that,paragraph","I can see this is that you're talking about the water they found is microscopic can you continue reading that paragraph ",Okay
120.3,Farrah,,," Um, so the water they found is microscopic meaning you wouldn't be able to see if you were looking straight at it, you need a scientific tool called a microscope to look really closely"
120.3,Oliver,"reread,question","Can you reread the question to me "," On what equipment did scientists use to discover water on the mound"
120.3,Oliver,,,Yeah
120.3,Luis,"reread,question","Can you reread the question to me "," What equipment did scientists to us to discover water on the moon"
120.3,Luis,,,Yeah
120.3,Chris,"that's,awesome,love,that,have,that,background,knowledge,think,that,that's,excellent,strategy,anyone,think,about,when,reading,text,think,chris,that,help,answer,question,what,your,answer,awesome,great,love,you're,looking,back,text,because,text,tell,that,they,found,water,craters,would,like,reread,first,sentence,paragraph,three,read,that,allowed,chris","wow that's awesome I love that you have that background knowledge and I think that that's an excellent strategy for anyone to think about when we're reading a text is to think and so Chris did that help you answer the question, what was your answer awesome great and I love how you're all looking back at the text because the text does tell us that they found the water in the craters But I would like, for you to reread for me, the first sentence of paragraph three, can you read that allowed for us Chris ","Oh yeah Okay, it says, this means the room is still drier than the driest desert on earth"
120.3,Chris,"look,bullet,number,three,read,first,sentence,wanted,point,specific,area,wanted,read,together"," Um, can you look at bullet number three and read the first sentence out to me  Um, I wanted to point a specific area I wanted us to read together "," You said the first sentence"
120.3,Chris,,," Okay"
120.3,Chris,,," It says that means the moon is still drier than the dryest desert on Earth"
120.3,Chris,,," Oh, part three"
120.3,Chris,,,Okay
120.3,Jazmin,"your,answer,wrong,that's,that's,you're,this,group,just,wanted,talk,little,more,about,that,machine,read,past,that,first,sentence,look,point,maybe,think,what,that,machine,order,water,read,second,sentence,loud","Your answer is not wrong  That's not, that's not why you're in this group  I just wanted to talk to you a little bit more about that machine  And we read past that first sentence  If we look at I'm at point two Can you maybe think of what that machine did in order to get the water Can you read the second sentence out loud to me ","Okay, the second sentence on this lunar orbiter looks for ice deposit handle large polar crater"
120.3,Chris,"yeah,well,that's,cool,thing,about,text,kind,explains,chris,mind,reading,section,loud","yeah well that's the cool thing about this text, so it kind of explains it um Chris, do you mind reading section two out loud ",On yeah I can do that okay
120.3,Luis,"okay,wondering,read,question,loud,that","Okay i'm wondering if you can read the question out loud, for me, can you do that ",question asked what he did scientists to us to discover water on the moon
120.3,Luis,"would,mind,reading,text,seeing,using,something,different","So Would you mind reading the text for me and seeing if using something different, at the end ",yeah
120.3,Jazmin,"awesome,want,back,paragraph,quick,read,that,first,sentence","Oh awesome do you want to go back to paragraph two, with me really quick, can you read that first sentence for me ",NASA sent a small machine called the Lunar orbiter to investigate
120.3,Jazmin,"farrah,jazmin,that,great,point,could,read,part,paragraph,that,thought,gave,your,answer","Farrah or Jazmin That was a great point, could you read out the part in paragraph to that you thought gave you your answer ",yeah it says NASA sent a small machine called a lunar orbiter to investigate this lunar orbiter line at the south Pole and look for ice deposits and a large polar crater
120.3,Luis,"farrah,liked,were,thinking,about,future,were,talking,about,future,readings,right,that,right,can't,these,things,future,might,able,want,focus,could,valuable,right,like,could,just,could,transport,future,we're,moon,have,these,things,know,that,there's,water,there,what,what,would,valuable,about,having,water,there,would,having,water,there,helpful,want,draw,your,guys's,attention,fourth,fourth,paragraph,then,also,want,farrah,oliver,chris,guys,look,fourth,paragraph,then,jazmin,luis,guys,look,bottom,last,sentences,fifth,paragraph,then,when,guys,done,would,love,chris,want,tell,little,about,what,found,fourth,paragraph,that,made,think,that,water,having,water,moon,beneficial,valuable,then,jazmin,would,love,tell,what,found,fifth,paragraph,sorry,think,drew,your,attention,wrong,part,that,paragraph,read,read,that,don't,have,keep,telling,which,sentence,moon,water,could,useful,other,ways,water,broken,down,parts,hydrogen,oxygen,just,like,said,luis,right,rocket,fuel,help,spacecrafts,move,just,like,helps,cars,astronauts,breathe,oxygen,oxygen,hydrogen,could,also,used,rocket,fuel,friends,what,about,other,than,just,helping,astronauts,breathe,what,else,hydrogen,oxygen,used","Um Farrah I liked how you were thinking about the future and how we were talking about the future in our readings right that right now we can't do some of these things, but in the future, we might be able to I want us to focus on how it could be valuable right now, like if we could just We could transport to the future and we're on the moon, and we have all these things, and we know that there's water there, what can we do what would be valuable about having water there, why would having water there be helpful for us, I want to draw your guys's attention to the fourth, yes, so the fourth paragraph And then also I want Farrah Oliver and Chris, will you guys look at the fourth paragraph and then Jazmin and Luis will you guys look at the bottom, the last two sentences in the fifth paragraph? And then, when you guys are done, I would love for Chris, I want you to tell us a little bit about what you found in the fourth paragraph that made you think that water having water on the moon can be beneficial or valuable and then Jazmin I would love for you to tell us why what you found in the fifth paragraph Yes, sorry I think I drew your attention to the wrong part of that paragraph, will you read the i'm going to read it to you that way I don't have to keep telling you which sentence ""moon water could be useful in other ways, water can be broken down into two parts, hydrogen and oxygen"" Just like you said Luis right?  Rocket fuel can help spacecrafts to move,"" just like a gas helps cars ""astronauts can breathe oxygen, oxygen and hydrogen could also be used as rocket fuel so friends, what about other than just helping astronauts breathe, what else can hydrogen and oxygen be used for? ","Okay, I heard this one, and so it can like help spacecrafts to move like fuel"
120.3,Farrah,,,They I guess they use the Lunar orbiter to discover it
120.3,Chris,"okay,we're,still,thinking,about,that,microscope,right,what,makes,think,that,they,want,microscope,excellent,we're,using,stuff,that,learning,science,class,bringing,discussion,right,we're,talking,let's,look,that,microscope,right,we're,using,microscope,look,water,when,question's,asking,discover,water,moon,when,microscope,used,dis-,let's,move,chris,then,oliver,i'll,come,back,you're,still,confused,okay,that,understand,take,look,title,read,title,article,chris,mentioned,that,scientists,found,craters,full,water,moon","Okay, so we're still thinking about that microscope right? What makes you think that they want to use a microscope? Excellent so we're using the stuff that we're learning in science class and bringing it to this discussion right? So we're talking let's look at that microscope right so we're using the microscope to look at the water when our question's asking us how we discover water on the moon, when the microscope is used to dis-  um let's move on to Chris, and then Oliver I'll come back to you if you're still confused by the end of it okay I see, that I understand  Can you take a look at the the title for me, can you read the title of the article for me? Chris, you mentioned that scientists found craters full of water on the moon ","Yeah, ok"
120.3,Chris,,," It says Okay, water on the moon is a desert"
120.3,Oliver,"scientists,need,microscope,order,look,closely,finding,water,moon,that,something,that,agree,disagree,based,text,when,answer,want,able,find,exactly,where,text,found,your,answer,wouldn't,able,were,looking,straight,read,next,sentence,loud,please","The scientists need a microscope in order to look really closely at  At the finding water on the moon, is that something that you agree with or disagree with based on the text, and when you answer I want you to be able to find exactly where in the text he found your answer Yes, so you wouldn't be able to see it if you were looking straight at it, can you read the next sentence out loud, for us, please ",Okay um so you'd need a scientific tool called a microscope to look really closely
120.3,Farrah,"specifically,what,sentence","and specifically what is the sentence say ","yeah it says, you need a scientific tool called a microscope to look really closely"
120.3,Luis,"okay,think,could,back,reread,article,then,complete,your,answer","Okay, do you think you could go back and reread the article and then complete your answer? ","yeah yeah Okay, I guess, I can do that"
120.3,Jazmin,"okay,read,that,loud,please","Okay, and can you read that out loud, for us, please ",NASA sent a small machine called a lunar orbiter to investigate
120.3,Jazmin,"could,explain,group,think,that,what,called,okay,remember,want,back,little,want,ground,answer,text,that,reading,heard,jazmin,jazmin,luis,raise,their,hand,lunar,orbiter,jazmin,just,point,back,that,sentence,that,read,story,read,that,again"," Could you explain to the group, one of you, why you think that is what it was called? Okay, so remember we want to back up a little bit, we want to ground our answer in the text that we're reading I heard Jazmin I saw Jazmin and Luis raise their hand for the lunar orbiter and Jazmin can you just point us back to that sentence that you read in the story and read that for us again ","Yes, NASA sent a small machine called a lunar orbiter to investigate"
120.3,Oliver,"oliver,read,question,again,that,working,answer","So Oliver can you read the question again that we're working to answer ",Mhmm yeah
120.3,Farrah,"read,other,three,passages,moon,desert,farrah,read,question","um so did all if you read the other three passages, but for the moon, is a desert Farrah can you read the question for me ","yeah Okay, so it says what equipment did scientists use to discover"
120.3,Chris,"chris,just,back,quickly,lovely,that,that,makes,complete,sense,course,like,send,people,moon,they,able,that,luis,said,understand,that,let's,let's,back,read,text,just,where,find,evidence,text,chris,want,something,before,move,yeah,ahead","Chris, let me just get back to you quickly lovely and that that makes complete sense, of course, like if we send people to the moon, how will they be able to do that So Luis said, I understand that let's let's go back and read the text just see where can we find this evidence in the text Chris, do you want to add to something before we move up yeah go ahead ","yeah yeah cuz it kind of goes with what Luis said because I went to NASA actually, and so I know that scientists they use a lot of equipment like oxygen tanks and also masks and suits"
